District,year,season,temperature_2m_mean,rain_sum
CHANDRAPUR,2001,Kharif,27.329597,270.075
CHANDRAPUR,2001,Rabi,25.087143,3.6
CHANDRAPUR,2001,Summer,33.689392,29.199997
CHANDRAPUR,2002,Autumn,26.22857,16.15
CHANDRAPUR,2002,Kharif,27.993324,244.40001
CHANDRAPUR,2002,Rabi,25.55312,4.075
CHANDRAPUR,2002,Summer,35.263462,7
CHANDRAPUR,2003,Autumn,24.9647,37.5
CHANDRAPUR,2003,Kharif,27.72986,279.375
CHANDRAPUR,2003,Rabi,25.027641,7.4500003
CHANDRAPUR,2003,Summer,35.113605,2.2
CHANDRAPUR,2004,Autumn,24.912283,21.75
CHANDRAPUR,2004,Kharif,27.772106,210.575
CHANDRAPUR,2004,Rabi,24.708784,13.625
CHANDRAPUR,2004,Summer,33.94965,13.9
CHANDRAPUR,2005,Autumn,24.466347,46.25
CHANDRAPUR,2005,Kharif,28.371323,227.975
CHANDRAPUR,2005,Rabi,24.413895,23.5
CHANDRAPUR,2005,Summer,34.089554,3.25
CHANDRAPUR,2006,Autumn,25.639618,16
CHANDRAPUR,2006,Kharif,27.812399,283.30002
CHANDRAPUR,2006,Rabi,24.77881,17.75
CHANDRAPUR,2006,Summer,32.703724,37.15
CHANDRAPUR,2007,Autumn,24.771383,31.2
CHANDRAPUR,2007,Kharif,27.901909,289.55
CHANDRAPUR,2007,Rabi,25.395897,0.475
CHANDRAPUR,2007,Summer,34.097507,6.15
CHANDRAPUR,2008,Autumn,26.394915,15.35
CHANDRAPUR,2008,Kharif,27.359602,226.925
CHANDRAPUR,2008,Rabi,25.187412,14.624999
CHANDRAPUR,2008,Summer,34.609028,2.3
CHANDRAPUR,2009,Autumn,25.452473,45.450005
CHANDRAPUR,2009,Kharif,28.945341,288.375
CHANDRAPUR,2009,Rabi,26.281612,3.225
CHANDRAPUR,2009,Summer,35.11644,2.75
CHANDRAPUR,2010,Autumn,25.979803,49.2
CHANDRAPUR,2010,Kharif,28.074108,479.65002
CHANDRAPUR,2010,Rabi,25.782017,6.6499996
CHANDRAPUR,2010,Summer,36.01581,1.4
CHANDRAPUR,2011,Autumn,26.656532,2.1000001
CHANDRAPUR,2011,Kharif,27.493662,224.625
CHANDRAPUR,2011,Rabi,25.103806,8.025
CHANDRAPUR,2011,Summer,33.37883,22.15
CHANDRAPUR,2012,Autumn,24.817326,46
CHANDRAPUR,2012,Kharif,27.747784,268.4
CHANDRAPUR,2012,Rabi,25.457119,1.7
CHANDRAPUR,2012,Summer,35.42138,5.6000004
CHANDRAPUR,2013,Autumn,24.321394,112.7
CHANDRAPUR,2013,Kharif,26.41945,531.1
CHANDRAPUR,2013,Rabi,24.864273,7.4249997
CHANDRAPUR,2013,Summer,35.003456,6.7000003
CHANDRAPUR,2014,Autumn,26.70354,21.400002
CHANDRAPUR,2014,Kharif,28.799517,217.625
CHANDRAPUR,2014,Rabi,24.489538,13.5
CHANDRAPUR,2014,Summer,33.913,2.8
CHANDRAPUR,2015,Autumn,27.503105,3.8000002
CHANDRAPUR,2015,Kharif,27.86692,281.3
CHANDRAPUR,2015,Rabi,25.12588,14.124999
CHANDRAPUR,2015,Summer,32.907528,44.6
CHANDRAPUR,2016,Autumn,24.924574,32.15
CHANDRAPUR,2016,Kharif,27.676228,366.25
CHANDRAPUR,2016,Rabi,25.681927,6.3749995
CHANDRAPUR,2016,Summer,35.19635,6.15
CHANDRAPUR,2017,Autumn,25.254982,50.75
CHANDRAPUR,2017,Kharif,27.983889,214.22499
CHANDRAPUR,2017,Rabi,25.27513,4.425
CHANDRAPUR,2017,Summer,35.09816,10.65
CHANDRAPUR,2018,Autumn,26.40363,1.35
CHANDRAPUR,2018,Kharif,27.357561,301.52502
CHANDRAPUR,2018,Rabi,24.416,13.624998
CHANDRAPUR,2018,Summer,33.07497,21.400002
CHANDRAPUR,2019,Autumn,26.116001,42.3
CHANDRAPUR,2019,Kharif,28.718136,364.125
CHANDRAPUR,2019,Rabi,24.703375,9.6
CHANDRAPUR,2019,Summer,35.67959,1.75
DHULE,1997,Autumn,26.486107,40.700005
DHULE,1997,Kharif,26.901114,126.65
DHULE,1997,Rabi,22.630527,28.425
DHULE,1997,Summer,29.788553,12.35
DHULE,1998,Autumn,25.244003,29.85
DHULE,1998,Kharif,27.482574,118
DHULE,1998,Rabi,23.212296,1.05
DHULE,1998,Summer,32.506096,0.65
DHULE,1999,Autumn,24.508303,45.9
DHULE,1999,Kharif,26.283133,107.45
DHULE,1999,Rabi,23.73209,5.275
DHULE,1999,Summer,30.972248,4.8500004
DHULE,2000,Autumn,27.204647,3.9499998
DHULE,2000,Kharif,27.04037,68.775
DHULE,2000,Rabi,23.137188,4.2499995
DHULE,2000,Summer,30.66832,34.8
DHULE,2001,Autumn,25.61853,34.350002
DHULE,2001,Kharif,26.557852,127.025
DHULE,2001,Rabi,24.08066,1.525
DHULE,2001,Summer,30.960434,4.75
DHULE,2002,Autumn,25.66507,6.3
DHULE,2002,Kharif,26.615772,144.05
DHULE,2002,Rabi,24.107014,3.2
DHULE,2002,Summer,31.747108,1.15
DHULE,2003,Autumn,26.044075,0.1
DHULE,2003,Kharif,26.570156,153.05
DHULE,2003,Rabi,24.43739,3.675
DHULE,2003,Summer,31.606808,1.5
DHULE,2004,Autumn,25.292065,22.550001
DHULE,2004,Kharif,26.566185,240.72499
DHULE,2004,Rabi,24.520527,0.75
DHULE,2004,Summer,31.415695,3.25
DHULE,2005,Autumn,24.778603,1
DHULE,2005,Kharif,27.057808,184.25
DHULE,2005,Rabi,23.314754,2.2
DHULE,2005,Summer,31.597748,1.95
DHULE,2006,Autumn,25.491179,6.5499997
DHULE,2006,Kharif,26.578186,170.52501
DHULE,2006,Rabi,24.462997,12.599998
DHULE,2006,Summer,31.292192,2.6999998
DHULE,2007,Autumn,24.89204,6.5499997
DHULE,2007,Kharif,26.83617,304.8
DHULE,2007,Rabi,24.469992,1.1
DHULE,2007,Summer,31.754921,2.6
DHULE,2008,Autumn,25.888905,24.350002
DHULE,2008,Kharif,26.411572,130.975
DHULE,2008,Rabi,23.83049,0.05
DHULE,2008,Summer,30.846302,0
DHULE,2009,Autumn,24.8273,101.75001
DHULE,2009,Kharif,27.499107,117.149994
DHULE,2009,Rabi,25.20696,2.1
DHULE,2009,Summer,31.854961,0.75
DHULE,2010,Autumn,26.140976,65.15
DHULE,2010,Kharif,27.178818,166.8
DHULE,2010,Rabi,24.113,1.55
DHULE,2010,Summer,32.93122,0.6
DHULE,2011,Autumn,26.021797,1.7
DHULE,2011,Kharif,26.515722,186.975
DHULE,2011,Rabi,23.79295,0.125
DHULE,2011,Summer,31.53285,0.3
DHULE,2012,Autumn,25.137959,2.25
DHULE,2012,Kharif,26.861454,150.1
DHULE,2012,Rabi,23.53957,0.05
DHULE,2012,Summer,31.390568,1.3000002
DHULE,2013,Autumn,25.000698,16.199999
DHULE,2013,Kharif,25.740074,324.77502
DHULE,2013,Rabi,23.686481,4.375
DHULE,2013,Summer,31.425291,1.45
DHULE,2014,Autumn,26.488106,10.95
DHULE,2014,Kharif,27.445997,154.725
DHULE,2014,Rabi,22.463276,31.45
DHULE,2014,Summer,31.950752,0.95000005
DHULE,2015,Autumn,27.22498,21.300001
DHULE,2015,Kharif,27.182955,107.02501
DHULE,2015,Rabi,23.192488,15.675
DHULE,2015,Summer,31.657854,5.1000004
DHULE,2016,Autumn,24.741707,17.800001
DHULE,2016,Kharif,26.859522,134.2
DHULE,2016,Rabi,24.785416,2.6000001
DHULE,2016,Summer,32.093056,5.5
DHULE,2017,Autumn,26.560337,23.55
DHULE,2017,Kharif,27.05167,142.725
DHULE,2017,Rabi,25.346899,1.5749999
DHULE,2017,Summer,32.87213,2.4
DHULE,2018,Autumn,28.859135,1.6000001
DHULE,2018,Kharif,27.152906,117.424995
DHULE,2018,Rabi,25.487741,0.55
DHULE,2018,Summer,33.359787,0.8
DHULE,2019,Autumn,25.439007,79.350006
DHULE,2019,Kharif,27.500557,241.02501
DHULE,2019,Rabi,24.374949,2.0500002
DHULE,2019,Summer,33.14485,0.4
GADCHIROLI,1997,Autumn,25.019089,66.4
GADCHIROLI,1997,Kharif,27.46085,260.85
GADCHIROLI,1997,Rabi,24.147202,31.975
GADCHIROLI,1997,Summer,31.318611,37.850002
GADCHIROLI,1998,Autumn,24.499828,77.4
GADCHIROLI,1998,Kharif,27.77046,276.925
GADCHIROLI,1998,Rabi,23.72331,20.35
GADCHIROLI,1998,Summer,34.08468,15.2
GADCHIROLI,1999,Autumn,24.368416,38.350002
GADCHIROLI,1999,Kharif,26.16629,443.44998
GADCHIROLI,1999,Rabi,25.024378,1.1999999
GADCHIROLI,1999,Summer,33.821743,28.099998
GADCHIROLI,2000,Autumn,26.428356,5.2999997
GADCHIROLI,2000,Kharif,26.539824,289.05
GADCHIROLI,2000,Rabi,24.229795,13.475
GADCHIROLI,2000,Summer,33.158787,32.7
GADCHIROLI,2001,Autumn,25.25483,48.75
GADCHIROLI,2001,Kharif,26.48563,414.4
GADCHIROLI,2001,Rabi,24.959444,6.725
GADCHIROLI,2001,Summer,32.806293,34.3
GADCHIROLI,2002,Autumn,25.99974,22.25
GADCHIROLI,2002,Kharif,27.342838,337.45
GADCHIROLI,2002,Rabi,25.463116,3.9750001
GADCHIROLI,2002,Summer,34.53579,6.1499996
GADCHIROLI,2003,Autumn,24.72913,67.5
GADCHIROLI,2003,Kharif,27.041058,440.925
GADCHIROLI,2003,Rabi,25.107012,11.450001
GADCHIROLI,2003,Summer,34.258606,10.25
GADCHIROLI,2004,Autumn,24.79004,32.25
GADCHIROLI,2004,Kharif,26.978745,292.7
GADCHIROLI,2004,Rabi,24.634766,14.7
GADCHIROLI,2004,Summer,32.760704,24.150002
GADCHIROLI,2005,Autumn,24.486992,41.4
GADCHIROLI,2005,Kharif,27.771019,277.95
GADCHIROLI,2005,Rabi,24.793694,17.025
GADCHIROLI,2005,Summer,33.442127,8.8
GADCHIROLI,2006,Autumn,25.20162,37.699997
GADCHIROLI,2006,Kharif,27.166016,384.6
GADCHIROLI,2006,Rabi,24.990623,11.25
GADCHIROLI,2006,Summer,31.806814,47.25
GADCHIROLI,2007,Autumn,24.72622,50.250004
GADCHIROLI,2007,Kharif,27.203485,358.19998
GADCHIROLI,2007,Rabi,25.422073,3.0000002
GADCHIROLI,2007,Summer,33.24105,20.300001
GADCHIROLI,2008,Autumn,25.84864,26.35
GADCHIROLI,2008,Kharif,26.588055,332.05002
GADCHIROLI,2008,Rabi,24.988092,26.325
GADCHIROLI,2008,Summer,33.44989,1.2500001
GADCHIROLI,2009,Autumn,25.33382,42.199997
GADCHIROLI,2009,Kharif,28.37813,383.25
GADCHIROLI,2009,Rabi,26.275059,2.775
GADCHIROLI,2009,Summer,34.389824,3.3500001
GADCHIROLI,2010,Autumn,25.432728,73.5
GADCHIROLI,2010,Kharif,27.416164,523.125
GADCHIROLI,2010,Rabi,25.316809,18.05
GADCHIROLI,2010,Summer,34.87818,5.65
GADCHIROLI,2011,Autumn,26.574501,2.4
GADCHIROLI,2011,Kharif,26.865946,296.075
GADCHIROLI,2011,Rabi,24.97384,13.525
GADCHIROLI,2011,Summer,32.54751,21.05
GADCHIROLI,2012,Autumn,24.698067,54.85
GADCHIROLI,2012,Kharif,27.132124,367.55002
GADCHIROLI,2012,Rabi,25.500242,1.325
GADCHIROLI,2012,Summer,34.549522,6.3
GADCHIROLI,2013,Autumn,24.086065,128.1
GADCHIROLI,2013,Kharif,25.78414,549.35
GADCHIROLI,2013,Rabi,24.948252,8.4
GADCHIROLI,2013,Summer,34.00933,14.900001
GADCHIROLI,2014,Autumn,25.449585,48.75
GADCHIROLI,2014,Kharif,27.987339,305.625
GADCHIROLI,2014,Rabi,24.425247,12.525
GADCHIROLI,2014,Summer,33.108246,8.85
GADCHIROLI,2015,Autumn,27.043577,11.1
GADCHIROLI,2015,Kharif,27.14861,361.6
GADCHIROLI,2015,Rabi,24.975393,14.4
GADCHIROLI,2015,Summer,32.10635,40.85
GADCHIROLI,2016,Autumn,25.057438,56.550003
GADCHIROLI,2016,Kharif,27.0093,450.55
GADCHIROLI,2016,Rabi,25.768026,9.474999
GADCHIROLI,2016,Summer,34.177414,15.5
GADCHIROLI,2017,Autumn,25.113523,57.75
GADCHIROLI,2017,Kharif,27.543932,296.24997
GADCHIROLI,2017,Rabi,24.418121,4.725
GADCHIROLI,2017,Summer,33.12893,11.5
GADCHIROLI,2018,Autumn,25.34046,0.85
GADCHIROLI,2018,Kharif,27.020016,332.65
GADCHIROLI,2018,Rabi,23.897682,16.849998
GADCHIROLI,2018,Summer,31.865341,25.7
GADCHIROLI,2019,Autumn,25.541492,65
GADCHIROLI,2019,Kharif,28.116634,441.875
GADCHIROLI,2019,Rabi,24.033218,8.025
GADCHIROLI,2019,Summer,33.725937,1.8
GONDIA,1997,Autumn,23.772387,37.350002
GONDIA,1997,Kharif,27.191086,363.5
GONDIA,1997,Rabi,21.928482,17
GONDIA,1997,Summer,31.21354,20.9
GONDIA,1998,Autumn,23.583078,67.35
GONDIA,1998,Kharif,27.582817,329.825
GONDIA,1998,Rabi,20.791767,37.75
GONDIA,1998,Summer,32.849438,15.800001
GONDIA,1999,Autumn,23.380249,11.5
GONDIA,1999,Kharif,26.340897,397.975
GONDIA,1999,Rabi,22.355242,8.325
GONDIA,1999,Summer,33.849483,2.75
GONDIA,2000,Autumn,24.822289,0.3
GONDIA,2000,Kharif,26.623623,315.025
GONDIA,2000,Rabi,21.79038,7.4249997
GONDIA,2000,Summer,33.14281,22.65
GONDIA,2001,Autumn,24.139837,31.699999
GONDIA,2001,Kharif,26.694218,255.47499
GONDIA,2001,Rabi,22.966478,5.2
GONDIA,2001,Summer,32.64438,18.25
GONDIA,2002,Autumn,24.27274,17.35
GONDIA,2002,Kharif,27.360415,280.525
GONDIA,2002,Rabi,23.185368,4.675
GONDIA,2002,Summer,34.354683,5.4
GONDIA,2003,Autumn,23.536211,31.199999
GONDIA,2003,Kharif,27.137135,394.225
GONDIA,2003,Rabi,22.454956,15.825001
GONDIA,2003,Summer,33.96809,0.8
GONDIA,2004,Autumn,23.544933,10.1
GONDIA,2004,Kharif,27.188719,233.67502
GONDIA,2004,Rabi,22.465721,11.85
GONDIA,2004,Summer,33.500797,4.45
GONDIA,2005,Autumn,22.955112,36.75
GONDIA,2005,Kharif,27.836834,307.45
GONDIA,2005,Rabi,22.227188,38.750004
GONDIA,2005,Summer,32.259777,3.1000001
GONDIA,2006,Autumn,24.76566,11.65
GONDIA,2006,Kharif,27.26317,344.75
GONDIA,2006,Rabi,22.862143,14.725
GONDIA,2006,Summer,31.91914,19
GONDIA,2007,Autumn,23.214958,22.25
GONDIA,2007,Kharif,27.401127,325.6
GONDIA,2007,Rabi,23.097874,0.725
GONDIA,2007,Summer,32.960766,1.7
GONDIA,2008,Autumn,24.393822,12.4
GONDIA,2008,Kharif,26.624361,256.7
GONDIA,2008,Rabi,22.66634,11.900001
GONDIA,2008,Summer,33.16815,0.35000002
GONDIA,2009,Autumn,23.790085,41.6
GONDIA,2009,Kharif,28.375538,275.2
GONDIA,2009,Rabi,24.225834,3.6
GONDIA,2009,Summer,33.751827,3.3500001
GONDIA,2010,Autumn,25.07346,40
GONDIA,2010,Kharif,27.741674,324.65
GONDIA,2010,Rabi,23.029963,11.75
GONDIA,2010,Summer,34.545494,3.15
GONDIA,2011,Autumn,24.783924,0.90000004
GONDIA,2011,Kharif,26.628422,314.975
GONDIA,2011,Rabi,22.889412,9.35
GONDIA,2011,Summer,32.65992,9.35
GONDIA,2012,Autumn,23.197447,41.850002
GONDIA,2012,Kharif,27.138573,292.225
GONDIA,2012,Rabi,22.524849,5.125
GONDIA,2012,Summer,33.630623,2.35
GONDIA,2013,Autumn,22.92102,77.05
GONDIA,2013,Kharif,26.080574,375.9
GONDIA,2013,Rabi,22.431805,11.099999
GONDIA,2013,Summer,33.663,2.8000002
GONDIA,2014,Autumn,24.649426,27.649998
GONDIA,2014,Kharif,28.104012,248.00002
GONDIA,2014,Rabi,22.176653,12.15
GONDIA,2014,Summer,32.581985,1.45
GONDIA,2015,Autumn,25.61524,2.3500001
GONDIA,2015,Kharif,27.265028,307.3
GONDIA,2015,Rabi,22.820877,10.750001
GONDIA,2015,Summer,31.763992,29.7
GONDIA,2016,Autumn,23.364765,21.4
GONDIA,2016,Kharif,27.24067,352.59998
GONDIA,2016,Rabi,23.404657,9.15
GONDIA,2016,Summer,33.759,7.5
GONDIA,2017,Autumn,24.453857,39.9
GONDIA,2017,Kharif,27.734955,244.225
GONDIA,2017,Rabi,23.062347,3.775
GONDIA,2017,Summer,33.702583,6
GONDIA,2018,Autumn,24.823769,1.0500001
GONDIA,2018,Kharif,27.182785,379.92502
GONDIA,2018,Rabi,22.348564,12.824999
GONDIA,2018,Summer,32.87303,12.599999
GONDIA,2019,Autumn,24.322151,38.850002
GONDIA,2019,Kharif,28.205435,342.475
GONDIA,2019,Rabi,21.973684,18.175001
GONDIA,2019,Summer,33.612415,4.2999997
HINGOLI,1997,Autumn,23.796738,76.05
HINGOLI,1997,Kharif,26.599203,138.6
HINGOLI,1997,Rabi,22.545156,17.95
HINGOLI,1997,Summer,31.032703,4.35
HINGOLI,1998,Autumn,22.915215,37.65
HINGOLI,1998,Kharif,26.54063,198.35
HINGOLI,1998,Rabi,22.86903,3.1999998
HINGOLI,1998,Summer,33.406273,3.05
HINGOLI,1999,Autumn,22.448055,26.550001
HINGOLI,1999,Kharif,25.08942,184.175
HINGOLI,1999,Rabi,23.196339,3.475
HINGOLI,1999,Summer,32.31019,12.85
HINGOLI,2000,Autumn,25.200438,0.35
HINGOLI,2000,Kharif,25.2902,240.34999
HINGOLI,2000,Rabi,23.09854,4.625
HINGOLI,2000,Summer,32.16915,30.55
HINGOLI,2001,Autumn,23.413887,49.250004
HINGOLI,2001,Kharif,25.839544,175.99998
HINGOLI,2001,Rabi,24.411768,0.95
HINGOLI,2001,Summer,32.49154,5.55
HINGOLI,2002,Autumn,24.120075,22.800001
HINGOLI,2002,Kharif,25.818176,241.04999
HINGOLI,2002,Rabi,24.147161,3.775
HINGOLI,2002,Summer,32.81243,4.1
HINGOLI,2003,Autumn,24.04654,6.05
HINGOLI,2003,Kharif,25.794886,187.75
HINGOLI,2003,Rabi,24.302933,1.475
HINGOLI,2003,Summer,32.820095,3.1999998
HINGOLI,2004,Autumn,23.634201,25.150002
HINGOLI,2004,Kharif,25.952305,169.725
HINGOLI,2004,Rabi,24.45069,2.7250001
HINGOLI,2004,Summer,32.694405,8.75
HINGOLI,2005,Autumn,22.3919,74.25
HINGOLI,2005,Kharif,26.374138,173.6
HINGOLI,2005,Rabi,23.268585,17.7
HINGOLI,2005,Summer,32.646603,2.0500002
HINGOLI,2006,Autumn,23.977764,11.85
HINGOLI,2006,Kharif,25.923004,220.75
HINGOLI,2006,Rabi,23.975931,16.574999
HINGOLI,2006,Summer,32.146286,17.35
HINGOLI,2007,Autumn,23.561443,6.4
HINGOLI,2007,Kharif,26.072144,186
HINGOLI,2007,Rabi,24.508959,0.1
HINGOLI,2007,Summer,32.595436,4.6
HINGOLI,2008,Autumn,23.974426,31.650002
HINGOLI,2008,Kharif,26.038746,213.1
HINGOLI,2008,Rabi,23.983185,5.6000004
HINGOLI,2008,Summer,32.750313,1.4000001
HINGOLI,2009,Autumn,23.49178,116.74999
HINGOLI,2009,Kharif,26.85836,222.975
HINGOLI,2009,Rabi,25.274761,3.425
HINGOLI,2009,Summer,33.031616,7.7999997
HINGOLI,2010,Autumn,24.582047,54.1
HINGOLI,2010,Kharif,26.319927,282.525
HINGOLI,2010,Rabi,24.49898,5
HINGOLI,2010,Summer,34.20029,1.35
HINGOLI,2011,Autumn,24.791689,4.15
HINGOLI,2011,Kharif,25.899143,196.17499
HINGOLI,2011,Rabi,23.843082,0.175
HINGOLI,2011,Summer,32.348442,3.9
HINGOLI,2012,Autumn,23.252188,34.55
HINGOLI,2012,Kharif,26.462746,151.65
HINGOLI,2012,Rabi,24.650084,0.125
HINGOLI,2012,Summer,33.289032,3.8000002
HINGOLI,2013,Autumn,22.850143,47.800003
HINGOLI,2013,Kharif,24.696472,366.3
HINGOLI,2013,Rabi,24.231949,2.3500001
HINGOLI,2013,Summer,33.604664,2.4499998
HINGOLI,2014,Autumn,24.691021,23.75
HINGOLI,2014,Kharif,27.155912,169.67499
HINGOLI,2014,Rabi,23.126055,25.1
HINGOLI,2014,Summer,32.317234,3.1000001
HINGOLI,2015,Autumn,25.664951,4.65
HINGOLI,2015,Kharif,26.81911,178.725
HINGOLI,2015,Rabi,24.219955,12.55
HINGOLI,2015,Summer,31.625837,42.600002
HINGOLI,2016,Autumn,23.003815,14.5
HINGOLI,2016,Kharif,25.89586,233.95001
HINGOLI,2016,Rabi,25.335325,3.15
HINGOLI,2016,Summer,33.812977,5.8500004
HINGOLI,2017,Autumn,24.742865,40.649998
HINGOLI,2017,Kharif,26.372547,160.1
HINGOLI,2017,Rabi,24.103863,0.3
HINGOLI,2017,Summer,33.349907,11.049999
HINGOLI,2018,Autumn,25.494774,3.8500001
HINGOLI,2018,Kharif,26.02573,171.975
HINGOLI,2018,Rabi,24.181767,2.275
HINGOLI,2018,Summer,33.2911,8.7
HINGOLI,2019,Autumn,23.69646,76.100006
HINGOLI,2019,Kharif,27.05213,214.07501
HINGOLI,2019,Rabi,24.076235,4.0499997
HINGOLI,2019,Summer,34.248558,0.85
JALGAON,1997,Autumn,26.291603,58.5
JALGAON,1997,Kharif,27.644478,147.425
JALGAON,1997,Rabi,22.650473,20.85
JALGAON,1997,Summer,31.069548,2.0500002
JALGAON,1998,Autumn,24.990725,31.85
JALGAON,1998,Kharif,28.267906,155.525
JALGAON,1998,Rabi,23.676685,2
JALGAON,1998,Summer,34.184097,0.5
JALGAON,1999,Autumn,23.922415,43.6
JALGAON,1999,Kharif,26.610409,214.875
JALGAON,1999,Rabi,23.864004,5.525
JALGAON,1999,Summer,32.513733,3
JALGAON,2000,Autumn,27.115318,1.4000001
JALGAON,2000,Kharif,27.711271,109.475
JALGAON,2000,Rabi,22.630224,5.8
JALGAON,2000,Summer,31.751326,31.25
JALGAON,2001,Autumn,25.273605,38.35
JALGAON,2001,Kharif,27.421701,119
JALGAON,2001,Rabi,23.953218,0.95000005
JALGAON,2001,Summer,32.282356,3.2
JALGAON,2002,Autumn,24.827576,33.95
JALGAON,2002,Kharif,27.188541,241.65
JALGAON,2002,Rabi,24.225775,5.925
JALGAON,2002,Summer,33.005463,0.70000005
JALGAON,2003,Autumn,25.208641,1.05
JALGAON,2003,Kharif,27.017769,188.97499
JALGAON,2003,Rabi,24.369259,2.3750002
JALGAON,2003,Summer,32.59557,0.35
JALGAON,2004,Autumn,24.915981,21.3
JALGAON,2004,Kharif,27.18434,172.775
JALGAON,2004,Rabi,24.322475,2.25
JALGAON,2004,Summer,32.827477,8.700001
JALGAON,2005,Autumn,24.661522,3.2000003
JALGAON,2005,Kharif,27.7752,150.775
JALGAON,2005,Rabi,23.486517,1.95
JALGAON,2005,Summer,32.687134,0.65
JALGAON,2006,Autumn,25.399834,4.1499996
JALGAON,2006,Kharif,27.170338,274
JALGAON,2006,Rabi,24.65717,6.35
JALGAON,2006,Summer,32.849236,2.1
JALGAON,2007,Autumn,24.660553,8.25
JALGAON,2007,Kharif,27.397625,255.875
JALGAON,2007,Rabi,24.669043,0.025
JALGAON,2007,Summer,32.829575,1.5500001
JALGAON,2008,Autumn,25.662561,25.8
JALGAON,2008,Kharif,27.125673,160.7
JALGAON,2008,Rabi,23.720247,2.875
JALGAON,2008,Summer,31.924316,0.95000005
JALGAON,2009,Autumn,24.648157,86.95
JALGAON,2009,Kharif,28.18943,160.325
JALGAON,2009,Rabi,25.526712,0.65000004
JALGAON,2009,Summer,32.625427,0.3
JALGAON,2010,Autumn,26.144001,50.399998
JALGAON,2010,Kharif,27.777325,194.65
JALGAON,2010,Rabi,24.552317,4.375
JALGAON,2010,Summer,34.16699,1.5
JALGAON,2011,Autumn,25.882433,1.25
JALGAON,2011,Kharif,27.079815,176.17502
JALGAON,2011,Rabi,23.744778,0.3
JALGAON,2011,Summer,32.63661,0.25
JALGAON,2012,Autumn,24.971478,6.6
JALGAON,2012,Kharif,27.498795,155.075
JALGAON,2012,Rabi,23.764063,0
JALGAON,2012,Summer,32.845314,1.5
JALGAON,2013,Autumn,24.607075,23.85
JALGAON,2013,Kharif,26.0688,267.25
JALGAON,2013,Rabi,24.108192,4.0249996
JALGAON,2013,Summer,33.017387,1
JALGAON,2014,Autumn,26.099102,17
JALGAON,2014,Kharif,28.300148,188.04999
JALGAON,2014,Rabi,23.054708,18.949999
JALGAON,2014,Summer,32.960457,0.45000002
JALGAON,2015,Autumn,27.419832,18.35
JALGAON,2015,Kharif,28.097754,135.475
JALGAON,2015,Rabi,23.55213,8.674999
JALGAON,2015,Summer,32.793324,6.5999994
JALGAON,2016,Autumn,23.901386,27.600002
JALGAON,2016,Kharif,27.39489,195.625
JALGAON,2016,Rabi,25.028873,1.525
JALGAON,2016,Summer,34.0735,1.75
JALGAON,2017,Autumn,25.436924,35.55
JALGAON,2017,Kharif,27.9282,189.725
JALGAON,2017,Rabi,24.875566,0.37500003
JALGAON,2017,Summer,33.64341,1.1
JALGAON,2018,Autumn,28.006977,0.65000004
JALGAON,2018,Kharif,27.833193,178.8
JALGAON,2018,Rabi,25.543541,0.725
JALGAON,2018,Summer,34.60618,0.8000001
JALGAON,2019,Autumn,25.17956,82.5
JALGAON,2019,Kharif,28.327074,294.025
JALGAON,2019,Rabi,24.895592,1.475
JALGAON,2019,Summer,34.615227,0.1
JALNA,1997,Autumn,24.075012,51.35
JALNA,1997,Kharif,26.261435,124.475
JALNA,1997,Rabi,22.499535,13.85
JALNA,1997,Summer,30.390957,8.65
JALNA,1998,Autumn,23.211369,33.5
JALNA,1998,Kharif,26.447897,149.425
JALNA,1998,Rabi,22.862005,1.225
JALNA,1998,Summer,33.0474,3.6000001
JALNA,1999,Autumn,23.047098,28.150002
JALNA,1999,Kharif,25.10784,170
JALNA,1999,Rabi,23.043999,9.075
JALNA,1999,Summer,32.094986,7.7000003
JALNA,2000,Autumn,24.786572,3.8500001
JALNA,2000,Kharif,25.318779,190.85
JALNA,2000,Rabi,22.16148,5.8750005
JALNA,2000,Summer,31.002224,65.85
JALNA,2001,Autumn,23.179222,53.65
JALNA,2001,Kharif,25.561897,144.225
JALNA,2001,Rabi,23.265373,0.17500001
JALNA,2001,Summer,31.467344,3.2
JALNA,2002,Autumn,23.558105,32.5
JALNA,2002,Kharif,25.560987,198.55
JALNA,2002,Rabi,23.18688,4.75
JALNA,2002,Summer,32.208412,4.35
JALNA,2003,Autumn,24.148212,5.6
JALNA,2003,Kharif,25.531845,175.9
JALNA,2003,Rabi,23.617231,2.3
JALNA,2003,Summer,31.804707,3.1499999
JALNA,2004,Autumn,22.489399,37.4
JALNA,2004,Kharif,25.569002,157.42499
JALNA,2004,Rabi,23.777458,1.5000001
JALNA,2004,Summer,31.96101,10.95
JALNA,2005,Autumn,22.830185,17.15
JALNA,2005,Kharif,26.088924,144.29999
JALNA,2005,Rabi,22.912354,4.2749996
JALNA,2005,Summer,31.919369,3.9
JALNA,2006,Autumn,23.551798,15.900001
JALNA,2006,Kharif,25.585781,231.1
JALNA,2006,Rabi,23.576628,9.9
JALNA,2006,Summer,31.916988,10.099999
JALNA,2007,Autumn,23.417675,4.2499995
JALNA,2007,Kharif,25.781612,201.05
JALNA,2007,Rabi,23.738255,0.125
JALNA,2007,Summer,31.8075,6.8
JALNA,2008,Autumn,23.716862,44.8
JALNA,2008,Kharif,25.651335,208.55
JALNA,2008,Rabi,23.16785,4.625
