District,year,season,temperature_2m_mean,rain_sum
JALNA,2008,Summer,31.679138,1.25
JALNA,2009,Autumn,22.840885,95.15
JALNA,2009,Kharif,26.513798,208.475
JALNA,2009,Rabi,24.38102,1.7750001
JALNA,2009,Summer,32.296455,2.25
JALNA,2010,Autumn,24.003078,60.449997
JALNA,2010,Kharif,25.94393,217.575
JALNA,2010,Rabi,23.755896,4.8500004
JALNA,2010,Summer,33.586906,3.4500003
JALNA,2011,Autumn,24.435253,13
JALNA,2011,Kharif,25.41504,156.4
JALNA,2011,Rabi,22.773417,0.75
JALNA,2011,Summer,31.378193,6.8
JALNA,2012,Autumn,23.43417,27.900002
JALNA,2012,Kharif,25.867495,149.4
JALNA,2012,Rabi,23.735819,0.22500001
JALNA,2012,Summer,32.226837,5.45
JALNA,2013,Autumn,23.13678,47.05
JALNA,2013,Kharif,24.456417,294.975
JALNA,2013,Rabi,23.884386,1.075
JALNA,2013,Summer,32.671608,3.25
JALNA,2014,Autumn,24.536095,21.15
JALNA,2014,Kharif,26.66184,146.875
JALNA,2014,Rabi,22.223736,22.675
JALNA,2014,Summer,31.643854,4.7
JALNA,2015,Autumn,25.700428,10.5
JALNA,2015,Kharif,26.483719,152.375
JALNA,2015,Rabi,23.676819,10.275
JALNA,2015,Summer,31.912987,15.9
JALNA,2016,Autumn,22.83403,18.799997
JALNA,2016,Kharif,25.6619,204.85
JALNA,2016,Rabi,24.747412,5.0750003
JALNA,2016,Summer,33.236435,5.8
JALNA,2017,Autumn,24.172981,48.550003
JALNA,2017,Kharif,26.092024,181.05
JALNA,2017,Rabi,24.122444,0.35000002
JALNA,2017,Summer,33.038338,4.35
JALNA,2018,Autumn,25.785118,4.2
JALNA,2018,Kharif,26.000584,163.5
JALNA,2018,Rabi,23.63485,0.90000004
JALNA,2018,Summer,32.912888,3.1000001
JALNA,2019,Autumn,23.78864,106.15001
JALNA,2019,Kharif,26.616467,250.6
JALNA,2019,Rabi,23.797218,2.1999998
JALNA,2019,Summer,33.604404,0.55
KOLHAPUR,1997,Autumn,24.652805,53.600002
KOLHAPUR,1997,Kharif,23.653053,146
KOLHAPUR,1997,Rabi,24.231096,12.625
KOLHAPUR,1997,Summer,27.262074,17.1
KOLHAPUR,1998,Autumn,23.51096,54.100002
KOLHAPUR,1998,Kharif,24.100784,182.7
KOLHAPUR,1998,Rabi,24.484222,0.1
KOLHAPUR,1998,Summer,29.393608,17.7
KOLHAPUR,1999,Autumn,23.89365,33.85
KOLHAPUR,1999,Kharif,23.181091,152.57501
KOLHAPUR,1999,Rabi,24.88358,0.625
KOLHAPUR,1999,Summer,26.966366,22.45
KOLHAPUR,2000,Autumn,24.60862,35.7
KOLHAPUR,2000,Kharif,23.475128,165.4
KOLHAPUR,2000,Rabi,24.325272,1.375
KOLHAPUR,2000,Summer,27.187885,29.25
KOLHAPUR,2001,Autumn,24.575018,42.25
KOLHAPUR,2001,Kharif,23.458605,93.775
KOLHAPUR,2001,Rabi,24.910692,0.325
KOLHAPUR,2001,Summer,27.752872,12.55
KOLHAPUR,2002,Autumn,25.4148,28.9
KOLHAPUR,2002,Kharif,23.633583,126.575005
KOLHAPUR,2002,Rabi,25.19895,0.675
KOLHAPUR,2002,Summer,28.23969,23.900002
KOLHAPUR,2003,Autumn,25.472172,11.95
KOLHAPUR,2003,Kharif,23.65561,129.525
KOLHAPUR,2003,Rabi,25.769176,1.0500001
KOLHAPUR,2003,Summer,28.71621,8.400001
KOLHAPUR,2004,Autumn,24.77847,13.55
KOLHAPUR,2004,Kharif,23.327955,160.175
KOLHAPUR,2004,Rabi,25.353561,0.075
KOLHAPUR,2004,Summer,27.661983,39
KOLHAPUR,2005,Autumn,23.706253,34.899998
KOLHAPUR,2005,Kharif,23.724026,196.725
KOLHAPUR,2005,Rabi,24.995655,2
KOLHAPUR,2005,Summer,28.47485,25.1
KOLHAPUR,2006,Autumn,24.630177,48.5
KOLHAPUR,2006,Kharif,23.453793,210.925
KOLHAPUR,2006,Rabi,24.874468,1.325
KOLHAPUR,2006,Summer,27.7859,116.850006
KOLHAPUR,2007,Autumn,24.67967,18.4
KOLHAPUR,2007,Kharif,23.716825,201.97499
KOLHAPUR,2007,Rabi,25.57707,0.125
KOLHAPUR,2007,Summer,28.219091,34.2
KOLHAPUR,2008,Autumn,25.03482,42.600002
KOLHAPUR,2008,Kharif,23.425827,210.3
KOLHAPUR,2008,Rabi,24.613047,14.4
KOLHAPUR,2008,Summer,27.548283,12.95
KOLHAPUR,2009,Autumn,24.170692,86.55
KOLHAPUR,2009,Kharif,23.862267,202.52501
KOLHAPUR,2009,Rabi,25.819551,0.95
KOLHAPUR,2009,Summer,28.585262,11.4
KOLHAPUR,2010,Autumn,24.025843,48.300003
KOLHAPUR,2010,Kharif,23.900085,220.425
KOLHAPUR,2010,Rabi,25.391617,2.7749999
KOLHAPUR,2010,Summer,29.35226,12.4
KOLHAPUR,2011,Autumn,25.096214,29.5
KOLHAPUR,2011,Kharif,23.232548,219.35
KOLHAPUR,2011,Rabi,25.128366,0.075
KOLHAPUR,2011,Summer,27.97945,18.75
KOLHAPUR,2012,Autumn,24.25362,47.649998
KOLHAPUR,2012,Kharif,23.509779,165.225
KOLHAPUR,2012,Rabi,25.125877,1.0999999
KOLHAPUR,2012,Summer,27.897781,16.8
KOLHAPUR,2013,Autumn,23.796968,52.149998
KOLHAPUR,2013,Kharif,23.01249,243.25
KOLHAPUR,2013,Rabi,24.89819,1.3499999
KOLHAPUR,2013,Summer,28.227055,4.6
KOLHAPUR,2014,Autumn,24.53259,61.45
KOLHAPUR,2014,Kharif,23.9632,169.675
KOLHAPUR,2014,Rabi,24.366344,8.900001
KOLHAPUR,2014,Summer,28.379381,27.15
KOLHAPUR,2015,Autumn,26.72545,19.55
KOLHAPUR,2015,Kharif,24.159863,96.925
KOLHAPUR,2015,Rabi,25.043852,10.425
KOLHAPUR,2015,Summer,27.78835,31
KOLHAPUR,2016,Autumn,24.226965,17.599998
KOLHAPUR,2016,Kharif,23.453009,197.55
KOLHAPUR,2016,Rabi,25.864582,3.125
KOLHAPUR,2016,Summer,29.245731,13.9
KOLHAPUR,2017,Autumn,24.158876,69
KOLHAPUR,2017,Kharif,23.980331,175.15
KOLHAPUR,2017,Rabi,24.294222,1.7250001
KOLHAPUR,2017,Summer,28.450241,18.85
KOLHAPUR,2018,Autumn,25.008163,24.25
KOLHAPUR,2018,Kharif,23.533928,240.825
KOLHAPUR,2018,Rabi,24.021566,1.375
KOLHAPUR,2018,Summer,28.404007,39.65
KOLHAPUR,2019,Autumn,24.051264,150.25
KOLHAPUR,2019,Kharif,24.257168,337.175
KOLHAPUR,2019,Rabi,24.231014,2.075
KOLHAPUR,2019,Summer,29.117283,1.3000001
LATUR,1997,Autumn,23.966438,48.300003
LATUR,1997,Kharif,25.698963,104.95
LATUR,1997,Rabi,22.892035,13.4
LATUR,1997,Summer,29.990574,10.5
LATUR,1998,Autumn,22.473831,56.600006
LATUR,1998,Kharif,25.476168,197.2
LATUR,1998,Rabi,23.439335,1.05
LATUR,1998,Summer,32.316223,7.65
LATUR,1999,Autumn,22.025951,26.65
LATUR,1999,Kharif,24.241505,200.75
LATUR,1999,Rabi,23.268406,0.075
LATUR,1999,Summer,31.022266,12.5
LATUR,2000,Autumn,24.026814,21.5
LATUR,2000,Kharif,24.405006,160.02501
LATUR,2000,Rabi,22.817535,3.8
LATUR,2000,Summer,30.738834,29.749998
LATUR,2001,Autumn,23.142076,45.7
LATUR,2001,Kharif,24.95246,152.25
LATUR,2001,Rabi,23.889046,0
LATUR,2001,Summer,31.244629,7.65
LATUR,2002,Autumn,23.624065,26.05
LATUR,2002,Kharif,24.78274,173.4
LATUR,2002,Rabi,23.901789,8.35
LATUR,2002,Summer,31.934738,11.35
LATUR,2003,Autumn,23.404526,20.05
LATUR,2003,Kharif,25.185097,174.7
LATUR,2003,Rabi,24.40207,1.825
LATUR,2003,Summer,32.29785,4.3500004
LATUR,2004,Autumn,22.747551,41.05
LATUR,2004,Kharif,24.96244,152.4
LATUR,2004,Rabi,24.13559,2.8000002
LATUR,2004,Summer,31.121082,34.05
LATUR,2005,Autumn,22.288162,36
LATUR,2005,Kharif,25.295868,201.225
LATUR,2005,Rabi,23.684721,10.525
LATUR,2005,Summer,31.933912,11.05
LATUR,2006,Autumn,23.151882,30.9
LATUR,2006,Kharif,24.915756,203.15
LATUR,2006,Rabi,23.556871,12.299999
LATUR,2006,Summer,31.240208,30.15
LATUR,2007,Autumn,23.578146,4.5
LATUR,2007,Kharif,24.901548,177.55
LATUR,2007,Rabi,24.292902,0
LATUR,2007,Summer,31.403381,9.05
LATUR,2008,Autumn,23.575073,44.800003
LATUR,2008,Kharif,25.391674,132.725
LATUR,2008,Rabi,23.90892,17.124998
LATUR,2008,Summer,31.780823,10.7
LATUR,2009,Autumn,23.513134,70.25
LATUR,2009,Kharif,25.92611,151.675
LATUR,2009,Rabi,25.214855,5.25
LATUR,2009,Summer,32.0085,19.7
LATUR,2010,Autumn,23.383568,63.700005
LATUR,2010,Kharif,25.26703,213.775
LATUR,2010,Rabi,24.275955,8.8
LATUR,2010,Summer,33.59374,4.4500003
LATUR,2011,Autumn,24.554373,13.750001
LATUR,2011,Kharif,24.86987,140.225
LATUR,2011,Rabi,23.904013,0.8
LATUR,2011,Summer,31.081514,11.55
LATUR,2012,Autumn,23.074541,81.3
LATUR,2012,Kharif,25.797865,107.75
LATUR,2012,Rabi,24.969833,0.17500001
LATUR,2012,Summer,32.47994,9.15
LATUR,2013,Autumn,22.47287,45.65
LATUR,2013,Kharif,23.99739,218.125
LATUR,2013,Rabi,24.570555,1.8
LATUR,2013,Summer,32.79798,9.3
LATUR,2014,Autumn,24.453842,27.900002
LATUR,2014,Kharif,25.91477,145.375
LATUR,2014,Rabi,23.320053,21.25
LATUR,2014,Summer,31.233145,17.85
LATUR,2015,Autumn,25.38713,17.05
LATUR,2015,Kharif,26.061026,113.75
LATUR,2015,Rabi,24.238823,9.2
LATUR,2015,Summer,30.86397,39.2
LATUR,2016,Autumn,22.769102,10.650001
LATUR,2016,Kharif,24.793325,217.025
LATUR,2016,Rabi,24.958004,3.1
LATUR,2016,Summer,32.744553,10.05
LATUR,2017,Autumn,23.331978,48.249996
LATUR,2017,Kharif,25.289265,211.525
LATUR,2017,Rabi,23.568226,1.2000002
LATUR,2017,Summer,31.772774,8.200001
LATUR,2018,Autumn,24.760323,7.2
LATUR,2018,Kharif,24.98556,177.325
LATUR,2018,Rabi,22.91903,5.9
LATUR,2018,Summer,30.920126,13.4
LATUR,2019,Autumn,23.445127,100.3
LATUR,2019,Kharif,25.962296,175
LATUR,2019,Rabi,23.621658,3.1
LATUR,2019,Summer,32.77026,0.25
NAGPUR,1997,Autumn,23.986004,61.4
NAGPUR,1997,Kharif,27.696178,223.525
NAGPUR,1997,Rabi,22.653868,16.475
NAGPUR,1997,Summer,32.6392,7.7000003
NAGPUR,1998,Autumn,23.946535,41.949997
NAGPUR,1998,Kharif,27.974714,208.375
NAGPUR,1998,Rabi,21.860922,24.775002
NAGPUR,1998,Summer,34.5432,5.5
NAGPUR,1999,Autumn,23.896162,20.099998
NAGPUR,1999,Kharif,26.636091,277.65
NAGPUR,1999,Rabi,23.229647,11.525
NAGPUR,1999,Summer,34.813255,4.55
NAGPUR,2000,Autumn,25.611057,0.05
NAGPUR,2000,Kharif,26.86038,256.675
NAGPUR,2000,Rabi,22.819242,6.45
NAGPUR,2000,Summer,33.957466,31.900002
NAGPUR,2001,Autumn,24.582623,52.75
NAGPUR,2001,Kharif,27.20106,162.275
NAGPUR,2001,Rabi,24.165306,6.475
NAGPUR,2001,Summer,33.414536,31.4
NAGPUR,2002,Autumn,25.040394,16.25
NAGPUR,2002,Kharif,27.787487,194.82501
NAGPUR,2002,Rabi,24.381344,4.95
NAGPUR,2002,Summer,34.92057,5.35
NAGPUR,2003,Autumn,24.698002,8.7
NAGPUR,2003,Kharif,27.407093,269.90002
NAGPUR,2003,Rabi,23.825449,10.1
NAGPUR,2003,Summer,34.6245,1.2
NAGPUR,2004,Autumn,24.413097,17.350002
NAGPUR,2004,Kharif,27.696663,179.97499
NAGPUR,2004,Rabi,23.821417,10.55
NAGPUR,2004,Summer,34.47004,2.8500001
NAGPUR,2005,Autumn,23.17388,54.000004
NAGPUR,2005,Kharif,28.128622,276.125
NAGPUR,2005,Rabi,23.039732,38.225002
NAGPUR,2005,Summer,33.968422,4.2
NAGPUR,2006,Autumn,24.962013,7.3
NAGPUR,2006,Kharif,27.588823,236.95
NAGPUR,2006,Rabi,23.656494,12.625
NAGPUR,2006,Summer,33.11306,19.7
NAGPUR,2007,Autumn,24.093895,11.15
NAGPUR,2007,Kharif,27.745413,297.77502
NAGPUR,2007,Rabi,24.210184,0.375
NAGPUR,2007,Summer,34.20073,2.9499998
NAGPUR,2008,Autumn,25.161455,15.15
NAGPUR,2008,Kharif,27.042223,194.45
NAGPUR,2008,Rabi,23.81417,23.175001
NAGPUR,2008,Summer,34.214134,1.3
NAGPUR,2009,Autumn,24.136982,51.850002
NAGPUR,2009,Kharif,28.595757,235.625
NAGPUR,2009,Rabi,25.287569,3.1499996
NAGPUR,2009,Summer,34.782925,5.45
NAGPUR,2010,Autumn,25.455679,47.5
NAGPUR,2010,Kharif,27.980917,281.05
NAGPUR,2010,Rabi,24.106485,9.599999
NAGPUR,2010,Summer,35.83132,1.6
NAGPUR,2011,Autumn,25.55843,0.65
NAGPUR,2011,Kharif,27.168869,218.65
NAGPUR,2011,Rabi,23.635227,7.6499996
NAGPUR,2011,Summer,33.323547,4.9500003
NAGPUR,2012,Autumn,23.866318,26.449999
NAGPUR,2012,Kharif,27.443548,367.75003
NAGPUR,2012,Rabi,23.650488,4.6500006
NAGPUR,2012,Summer,34.632107,1.8
NAGPUR,2013,Autumn,23.665428,48.7
NAGPUR,2013,Kharif,26.21362,345.95
NAGPUR,2013,Rabi,23.402252,8.85
NAGPUR,2013,Summer,34.632645,7.35
NAGPUR,2014,Autumn,26.113785,12.2
NAGPUR,2014,Kharif,28.619907,188.45
NAGPUR,2014,Rabi,22.974222,22.400002
NAGPUR,2014,Summer,33.50123,3.1
NAGPUR,2015,Autumn,26.353664,2.05
NAGPUR,2015,Kharif,27.545492,218.65001
NAGPUR,2015,Rabi,23.366997,25.575
NAGPUR,2015,Summer,32.62612,34.05
NAGPUR,2016,Autumn,23.777372,15.749999
NAGPUR,2016,Kharif,27.47876,343.17502
NAGPUR,2016,Rabi,24.162357,5.075
NAGPUR,2016,Summer,34.74903,4.25
NAGPUR,2017,Autumn,24.343964,38.449997
NAGPUR,2017,Kharif,27.930595,210.125
NAGPUR,2017,Rabi,23.781502,0.95000005
NAGPUR,2017,Summer,34.77754,6.9
NAGPUR,2018,Autumn,24.924202,0.8
NAGPUR,2018,Kharif,27.2784,272.7
NAGPUR,2018,Rabi,22.791286,12.075001
NAGPUR,2018,Summer,34.035927,6.65
NAGPUR,2019,Autumn,24.697805,23.25
NAGPUR,2019,Kharif,28.576569,341.025
NAGPUR,2019,Rabi,22.821299,15
NAGPUR,2019,Summer,35.10666,0.70000005
NANDED,1997,Autumn,24.911316,65.75
NANDED,1997,Kharif,27.59704,108.75
NANDED,1997,Rabi,23.679739,16.95
NANDED,1997,Summer,31.824677,6.7
NANDED,1998,Autumn,23.83528,55.75
NANDED,1998,Kharif,27.3391,235.075
NANDED,1998,Rabi,24.140585,3.45
NANDED,1998,Summer,34.197422,9.15
NANDED,1999,Autumn,23.479128,24.699999
NANDED,1999,Kharif,25.863163,196.7
NANDED,1999,Rabi,24.155666,2.425
NANDED,1999,Summer,32.894043,9
NANDED,2000,Autumn,26.196243,2.65
NANDED,2000,Kharif,26.094852,176.59999
NANDED,2000,Rabi,23.896832,5.75
NANDED,2000,Summer,32.95223,19.5
NANDED,2001,Autumn,24.442587,39.65
NANDED,2001,Kharif,26.653744,165.35
NANDED,2001,Rabi,25.463612,0.075
NANDED,2001,Summer,33.402275,9.250001
NANDED,2002,Autumn,24.983952,21.249998
NANDED,2002,Kharif,26.64457,208.65
NANDED,2002,Rabi,25.072765,4.6
NANDED,2002,Summer,33.87748,5
NANDED,2003,Autumn,24.473734,28.35
NANDED,2003,Kharif,26.713018,175.9
NANDED,2003,Rabi,25.256664,3.025
NANDED,2003,Summer,33.911724,3.9
NANDED,2004,Autumn,24.637936,31.45
NANDED,2004,Kharif,26.857681,154.05
NANDED,2004,Rabi,25.086552,6.9749994
NANDED,2004,Summer,33.15663,21.099998
NANDED,2005,Autumn,23.519913,47.35
NANDED,2005,Kharif,27.215246,179.475
NANDED,2005,Rabi,24.140198,32.850002
NANDED,2005,Summer,33.551018,2.25
NANDED,2006,Autumn,24.811619,13.7
NANDED,2006,Kharif,26.801945,218.67499
NANDED,2006,Rabi,24.763111,16.05
NANDED,2006,Summer,32.739143,27.350002
NANDED,2007,Autumn,24.493555,6.4999995
NANDED,2007,Kharif,26.81435,184.85
NANDED,2007,Rabi,25.447025,0
NANDED,2007,Summer,33.404182,7.05
NANDED,2008,Autumn,25.03991,34.55
NANDED,2008,Kharif,26.917562,205.15001
NANDED,2008,Rabi,24.813473,9.95
NANDED,2008,Summer,33.462646,3.35
NANDED,2009,Autumn,24.611788,54.300003
NANDED,2009,Kharif,27.772804,176.7
NANDED,2009,Rabi,26.129496,4.725
NANDED,2009,Summer,33.791565,8.25
NANDED,2010,Autumn,25.114243,54.600002
NANDED,2010,Kharif,27.171,265.2
NANDED,2010,Rabi,25.408802,8.225
NANDED,2010,Summer,35.112015,1.4999999
NANDED,2011,Autumn,25.639679,9.3
NANDED,2011,Kharif,26.866673,155.45
NANDED,2011,Rabi,24.71753,0.875
NANDED,2011,Summer,33.00031,6.6000004
NANDED,2012,Autumn,24.099777,62.000004
NANDED,2012,Kharif,27.41509,138.45
NANDED,2012,Rabi,25.6553,0.92499995
NANDED,2012,Summer,34.30302,5.7000003
NANDED,2013,Autumn,23.650524,63.05
NANDED,2013,Kharif,25.55687,289.1
NANDED,2013,Rabi,25.094929,4.175
NANDED,2013,Summer,34.458916,5.05
NANDED,2014,Autumn,25.534084,26.9
NANDED,2014,Kharif,28.012482,179.875
NANDED,2014,Rabi,24.112558,25.400002
NANDED,2014,Summer,32.954563,5.05
NANDED,2015,Autumn,26.44728,6.45
NANDED,2015,Kharif,27.605337,147.575
NANDED,2015,Rabi,25.001415,12.650001
NANDED,2015,Summer,31.991905,49.4
NANDED,2016,Autumn,24.015022,12.9
NANDED,2016,Kharif,26.637533,248.9
NANDED,2016,Rabi,26.112144,3.9750001
NANDED,2016,Summer,34.471443,9.6
NANDED,2017,Autumn,24.649635,53.6
NANDED,2017,Kharif,27.05233,165.05
NANDED,2017,Rabi,23.947704,4.2
NANDED,2017,Summer,32.367134,4.6000004
NANDED,2018,Autumn,25.80215,1.95
NANDED,2018,Kharif,26.69142,191.875
NANDED,2018,Rabi,23.92845,6.3
NANDED,2018,Summer,32.800636,7.15
NANDED,2019,Autumn,24.649078,84
NANDED,2019,Kharif,27.81731,202.025
NANDED,2019,Rabi,24.324186,3.7749999
NANDED,2019,Summer,33.843315,0.90000004
NANDURBAR,1997,Autumn,26.768639,14.2
NANDURBAR,1997,Kharif,26.887829,161.725
NANDURBAR,1997,Rabi,22.910536,10.125
NANDURBAR,1997,Summer,30.091702,2.25
NANDURBAR,1998,Autumn,25.24046,16.9
NANDURBAR,1998,Kharif,27.670467,176.025
NANDURBAR,1998,Rabi,23.530073,0
NANDURBAR,1998,Summer,32.636395,3.3999999
NANDURBAR,1999,Autumn,24.970123,14.35
NANDURBAR,1999,Kharif,26.423004,131.6
NANDURBAR,1999,Rabi,23.539238,0.52500004
NANDURBAR,1999,Summer,30.834583,1.85
NANDURBAR,2000,Autumn,27.177105,2.45
NANDURBAR,2000,Kharif,27.319715,78.625
NANDURBAR,2000,Rabi,22.953999,2.125
NANDURBAR,2000,Summer,30.789383,16.300001
NANDURBAR,2001,Autumn,25.899248,24.95
NANDURBAR,2001,Kharif,26.715412,147.475
NANDURBAR,2001,Rabi,23.454239,0
NANDURBAR,2001,Summer,30.875229,0.15
NANDURBAR,2002,Autumn,26.06414,1.1500001
NANDURBAR,2002,Kharif,26.817703,164
NANDURBAR,2002,Rabi,23.866488,1.3499999
NANDURBAR,2002,Summer,31.702465,0.2
NANDURBAR,2003,Autumn,25.850811,0.1
NANDURBAR,2003,Kharif,26.669514,143.825
NANDURBAR,2003,Rabi,24.317535,0.57500005
NANDURBAR,2003,Summer,31.563349,0.75
NANDURBAR,2004,Autumn,25.838219,10.15
NANDURBAR,2004,Kharif,26.974438,220.92499
NANDURBAR,2004,Rabi,24.220026,0.1
NANDURBAR,2004,Summer,31.438332,1.6
NANDURBAR,2005,Autumn,24.668827,1.65
NANDURBAR,2005,Kharif,27.252924,233.67499
NANDURBAR,2005,Rabi,22.858969,0.125
NANDURBAR,2005,Summer,31.537668,0.75000006
NANDURBAR,2006,Autumn,25.383333,4.2
NANDURBAR,2006,Kharif,26.755655,174.025
NANDURBAR,2006,Rabi,24.111433,4.3500004
NANDURBAR,2006,Summer,31.354061,2.8000002
NANDURBAR,2007,Autumn,25.074072,3.4
NANDURBAR,2007,Kharif,27.158123,281.725
NANDURBAR,2007,Rabi,24.02938,0.6
NANDURBAR,2007,Summer,31.656712,4.2
NANDURBAR,2008,Autumn,25.696991,13
NANDURBAR,2008,Kharif,26.546297,159.20001
NANDURBAR,2008,Rabi,23.384218,0
NANDURBAR,2008,Summer,30.7753,0
NANDURBAR,2009,Autumn,25.182175,87.450005
NANDURBAR,2009,Kharif,27.705202,125.425
NANDURBAR,2009,Rabi,24.796831,0.3
NANDURBAR,2009,Summer,31.46606,0.05
NANDURBAR,2010,Autumn,26.618855,36.9
NANDURBAR,2010,Kharif,27.35495,169.54999
NANDURBAR,2010,Rabi,24.0745,0.3
NANDURBAR,2010,Summer,32.816788,1.75
NANDURBAR,2011,Autumn,26.325748,0.25
NANDURBAR,2011,Kharif,26.61977,211.675
NANDURBAR,2011,Rabi,23.324482,0.025
NANDURBAR,2011,Summer,31.531693,0.1
NANDURBAR,2012,Autumn,25.223099,3.2
NANDURBAR,2012,Kharif,27.03471,164.67499
NANDURBAR,2012,Rabi,23.026764,0
NANDURBAR,2012,Summer,31.312078,1.5
NANDURBAR,2013,Autumn,25.011364,40.3
NANDURBAR,2013,Kharif,25.971365,349.45
NANDURBAR,2013,Rabi,23.60151,0.475
NANDURBAR,2013,Summer,31.44754,2.3999999
NANDURBAR,2014,Autumn,27.021547,1.05
NANDURBAR,2014,Kharif,27.661589,159.79999
NANDURBAR,2014,Rabi,22.911531,4.825
NANDURBAR,2014,Summer,32.098618,1.1500001
NANDURBAR,2015,Autumn,27.770222,2.05
NANDURBAR,2015,Kharif,27.385212,103.425
NANDURBAR,2015,Rabi,23.306988,4.8500004
NANDURBAR,2015,Summer,31.691208,6.3
NANDURBAR,2016,Autumn,24.47359,30.9
NANDURBAR,2016,Kharif,27.036146,145.25
NANDURBAR,2016,Rabi,24.44692,0
NANDURBAR,2016,Summer,32.053314,3.95
NANDURBAR,2017,Autumn,26.895786,28.1
NANDURBAR,2017,Kharif,27.612633,121.65
NANDURBAR,2017,Rabi,25.047247,2.5
NANDURBAR,2017,Summer,32.209385,2.45
NANDURBAR,2018,Autumn,28.038408,0.35000002
NANDURBAR,2018,Kharif,27.335342,180.175
NANDURBAR,2018,Rabi,25.619648,0.27500004
NANDURBAR,2018,Summer,33.299652,0.70000005
NANDURBAR,2019,Autumn,25.533695,73.6
NANDURBAR,2019,Kharif,27.837456,349.25
NANDURBAR,2019,Rabi,24.273508,1.075
NANDURBAR,2019,Summer,33.02854,0.95
NASHIK,1997,Autumn,24.250683,22.05
NASHIK,1997,Kharif,23.772095,211.55
NASHIK,1997,Rabi,21.65995,25.349998
NASHIK,1997,Summer,26.841858,5.85
NASHIK,1998,Autumn,23.056644,47.4
NASHIK,1998,Kharif,24.34191,222.125
NASHIK,1998,Rabi,21.678993,0.15
NASHIK,1998,Summer,29.185223,2
NASHIK,1999,Autumn,22.778805,58.550003
NASHIK,1999,Kharif,23.29216,213.1
NASHIK,1999,Rabi,22.357279,0.275
NASHIK,1999,Summer,27.434868,17.35
NASHIK,2000,Autumn,24.44356,32.3
NASHIK,2000,Kharif,23.666832,164.575
NASHIK,2000,Rabi,21.427864,4.25
NASHIK,2000,Summer,27.32891,26.500002
NASHIK,2001,Autumn,23.16217,47.200005
NASHIK,2001,Kharif,23.424408,258.4
NASHIK,2001,Rabi,22.307652,0.325
NASHIK,2001,Summer,27.8866,5.15
NASHIK,2002,Autumn,24.818893,0.75
NASHIK,2002,Kharif,23.685085,292.575
NASHIK,2002,Rabi,22.582352,0.825
NASHIK,2002,Summer,28.433289,8.05
NASHIK,2003,Autumn,24.16985,4.6
NASHIK,2003,Kharif,23.574387,236.54999
NASHIK,2003,Rabi,23.130812,1
NASHIK,2003,Summer,28.30745,3.1499999
NASHIK,2004,Autumn,22.637697,44.800003
NASHIK,2004,Kharif,23.53585,250.125
NASHIK,2004,Rabi,22.937286,0
NASHIK,2004,Summer,27.970442,13.85
NASHIK,2005,Autumn,22.978207,11.599999
NASHIK,2005,Kharif,23.944565,292.375
NASHIK,2005,Rabi,21.991604,1.1
NASHIK,2005,Summer,28.437885,7.05
NASHIK,2006,Autumn,23.731113,24.85
NASHIK,2006,Kharif,23.58529,387
NASHIK,2006,Rabi,23.19172,0.45000002
NASHIK,2006,Summer,28.079144,11.75
NASHIK,2007,Autumn,23.949673,4.25
NASHIK,2007,Kharif,24.024332,268.075
NASHIK,2007,Rabi,23.204575,0.52500004
NASHIK,2007,Summer,28.470732,10.8
NASHIK,2008,Autumn,24.187328,45.35
NASHIK,2008,Kharif,23.44919,299.075
NASHIK,2008,Rabi,22.559834,0.6
NASHIK,2008,Summer,27.851063,1.95
NASHIK,2009,Autumn,23.275864,120.149994
NASHIK,2009,Kharif,24.34296,192.34999
NASHIK,2009,Rabi,23.693148,0.25
NASHIK,2009,Summer,28.85964,1.75
NASHIK,2010,Autumn,23.81039,87.55
NASHIK,2010,Kharif,24.189457,212.45
NASHIK,2010,Rabi,22.751102,1.4250001
NASHIK,2010,Summer,29.763443,1.8000001
NASHIK,2011,Autumn,24.37433,16.15
NASHIK,2011,Kharif,23.43695,249.25
NASHIK,2011,Rabi,22.79961,0.025
NASHIK,2011,Summer,28.235256,3.45
NASHIK,2012,Autumn,23.764446,41
NASHIK,2012,Kharif,23.865938,156.5
NASHIK,2012,Rabi,22.566826,0.84999996
NASHIK,2012,Summer,28.191553,3.85
NASHIK,2013,Autumn,23.565733,25.3
NASHIK,2013,Kharif,23.026604,310.17502
NASHIK,2013,Rabi,22.7011,0.95000005
NASHIK,2013,Summer,28.192806,2.1
NASHIK,2014,Autumn,24.713917,18.7
NASHIK,2014,Kharif,24.293324,214.8
NASHIK,2014,Rabi,21.888103,3.275
NASHIK,2014,Summer,28.979313,10.8
NASHIK,2015,Autumn,25.205046,44.949997
NASHIK,2015,Kharif,24.077272,173.35
NASHIK,2015,Rabi,22.270172,6.8749995
NASHIK,2015,Summer,28.588806,5.25
NASHIK,2016,Autumn,22.76853,10.650001
NASHIK,2016,Kharif,23.77724,250.475
NASHIK,2016,Rabi,23.10732,1.2
NASHIK,2016,Summer,28.908512,6.95
NASHIK,2017,Autumn,22.992905,43.850002
NASHIK,2017,Kharif,24.297956,202.275
NASHIK,2017,Rabi,22.019552,3.7750003
NASHIK,2017,Summer,28.827848,10.400001
NASHIK,2018,Autumn,24.58274,9.700001
NASHIK,2018,Kharif,24.275211,158.675
NASHIK,2018,Rabi,22.177765,0.3
NASHIK,2018,Summer,29.3253,7.3
